股票代码,营业收入,营业利润,利润总额,净利润,总资产,固定资产,净资产收益率,每股净资产,每股资本公积,每股收益,年度
603187.SH,2830799068.32,413191964.12,422468546.29,353663695.92,5585171233.77,978235903.6,8.7064,10.6943,5.5462,0.92,2024
603193.SH,1318176100.04,347098058.56,352004285.76,300161748.03,2219337493.41,246951149.11,15.0017,5.1421,2.5092,0.74,2024
603194.SH,6552481072.13,1009876263.72,1009120873.51,839809759.86,7770116941.3,1460784507.97,21.8078,12.0668,3.955,2.47,2024
603195.SH,16830541086.13,5113455536.08,5080455920.7,4272204565.03,20494034490.68,3221831377.65,28.1882,12.2788,2.5418,3.31,2024
603211.SH,1175694937.82,54052701.66,53674510.71,50071290.24,1914290463.13,880317757.74,4.275,4.3739,2.3565,0.18,2024
603217.SH,2219571289.46,242536085.88,239821679.13,207129052.62,4342728334.71,680791394.24,6.4116,15.7797,6.0365,1.01,2024
603220.SH,2984343830.34,166146431.42,163870431.42,144778290.83,8088088584.5,1697607802.69,7.275,4.4995,1.2989,0.3333,2024
603225.SH,67090551501.44,1204369223.53,1256913835.05,1100475750.68,53046230676.5,25120979450.74,6.4634,11.1409,3.6846,0.73,2024
603231.SH,1555382604.61,148297603.75,144082502.69,121180733.75,2084649913.94,612221966.53,6.4393,9.7902,6.4635,0.63,2024
603236.SH,18594055888.73,586612608.21,577581559.42,588224475.99,12980186345.52,1109000483.28,15.3394,15.428,7.7306,2.23,2024
603260.SH,26692250312.09,2270996129.55,2229164110.57,1740476559.55,90773438669.86,33395303669.53,5.3342,27.7879,9.6295,1.48,2024
603275.SH,675979163.48,242590460.09,245670386.35,214859279.78,3130931047.68,157292844.28,7.871,18.8936,13.0564,1.45,2024
603291.SH,1140402852.76,190981619.83,209174748.51,149926081.23,3715236459.21,732151371.4,8.6104,4.1972,1.1583,0.3543,2024
603296.SH,109877987191.16,3022321503.95,3034346863.51,2926223274.5,76296821729.28,7800333692.04,13.4819,22.1906,10.4113,2.89,2024
603305.SH,4408751349.58,472555989.42,470628711.16,416257425.88,13988638523.78,4531837432.47,6.4667,6.8665,2.8835,0.45,2024
603309.SH,1509335256.03,265499134.74,263043531.82,219393029.14,2840682536.11,485560157.11,11.8524,6.4363,2.2017,0.75,2024
603324.SH,1450997410.24,137152844.05,135611691.61,119895227.77,3942382816.71,521676804.89,7.3251,11.2498,5.3091,0.82,2024
603329.SH,5031740308.76,54454252.67,60769864.95,42467103.5,3001160208.31,734656558.13,3.832,7.048,3.6604,0.27,2024
603336.SH,1080112356.28,21247205.24,20535527.69,18302412.99,1935742342.38,528661989.08,1.5787,1.98,0.1296,0.03,2024
603360.SH,1311701965.84,414543622.21,414273821.88,345256428.77,3639769869.79,643437271.32,20.1598,3.5454,0.1924,0.68,2024
603408.SH,5006716391.0,545704798.33,541162992.61,481929251.52,4926303065.42,1406693412.66,15.1103,7.3309,2.3344,1.09,2024
603421.SH,3086428790.48,-256620377.97,-258092912.86,-242386932.74,4658403588.73,1271061704.53,-7.3942,4.8099,1.4958,-0.37,2024
603511.SH,3163462007.75,181489396.29,180856165.75,163361451.15,5122927991.76,933809759.11,3.6659,10.8029,5.991,0.41,2024
603566.SH,1042561095.67,97792694.53,98764451.12,92806499.78,3097197622.41,1152312973.15,3.4694,7.5885,3.4589,0.27,2024
603579.SH,1596868348.54,210400481.06,209994119.33,191945865.16,3742040010.16,521599022.16,9.6382,11.1129,3.2292,1.11,2024
603585.SH,2308972709.13,-15435237.25,-16748227.49,-10846972.54,5741871451.16,2936554549.77,-0.4386,12.7574,3.8202,-0.06,2024
603600.SH,4749233918.8,327993733.65,326446226.49,296204118.4,4305922757.02,1051262550.4,13.52,6.7273,2.0913,0.89,2024
603601.SH,1475716983.14,129601926.32,128219062.93,90752790.59,3104972613.3,821037042.34,4.1458,2.0435,0.2047,0.0888,2024
603605.SH,10778411781.2,1890196853.79,1889213447.54,1551995692.29,7530182694.0,907224090.94,31.8305,13.5046,2.1365,3.93,2024
603612.SH,13749825825.19,553611266.75,537493066.38,272412896.93,17614880204.84,6729371501.62,5.0422,10.3809,6.171,0.52,2024
603617.SH,1111028051.42,100754306.42,100365877.36,79448094.71,2393850645.06,740913967.04,5.4765,3.8273,1.6944,0.21,2024
603619.SH,4134772515.73,968055639.52,963571179.35,725821754.31,11955240261.5,2046228296.5,21.9005,8.6499,3.7214,1.76,2024
603663.SH,1053898212.95,75740214.17,73660646.27,75764943.6,2048468378.57,815548399.38,5.9312,3.061,0.5578,0.18,2024
603683.SH,1884997360.0,76757218.11,70873356.96,67033856.08,2559168579.63,609950276.11,5.1309,5.0685,2.0894,0.26,2024
603706.SH,1443647957.35,250199588.9,251876264.26,197469418.68,2918275906.82,908086512.3,11.8389,8.9066,4.8856,1.04,2024
603786.SH,5967908784.06,900764018.27,905789936.36,772267064.16,7139259533.96,703421699.85,15.6013,12.9767,4.7017,1.9257,2024
603829.SH,2131403047.54,201684844.36,199619809.3,126173589.84,3354789821.83,413551443.45,12.4991,6.5344,2.0676,0.79,2024
603871.SH,8753600659.53,1498197115.48,1499953431.71,1276417070.88,7644606152.08,1091936762.73,24.3876,5.7228,1.3509,1.31,2024
603888.SH,2141845541.85,349645820.17,366858196.76,233926947.96,5135592701.07,131050308.92,6.7495,6.7319,2.8882,0.4507,2024
603926.SH,2400181153.46,115427411.26,115738620.72,103108152.48,3043586591.19,772260114.33,6.1538,7.1614,2.5738,0.45,2024
603969.SH,3053659649.42,309450191.76,307840427.74,236647681.0,3912590958.35,291518357.28,10.0839,2.8559,0.332,0.28,2024
603978.SH,2563432175.17,-277558004.44,-280505978.23,-291173022.13,3898709720.33,1394241034.57,-17.52,8.1977,5.6552,-1.7,2024
603979.SH,9942406397.81,1992688645.08,1989426733.2,1583824966.89,16980646682.64,5962010306.39,19.5506,14.2156,3.5196,2.57,2024
603982.SH,2303307988.3,-566729031.52,-569994018.82,-516745144.66,6697357806.25,3224896047.6,-24.8255,6.3013,8.1299,-1.9745,2024
605003.SH,550542295.9,95586444.51,94992287.01,80365243.95,1587375657.49,492511024.6,5.6729,13.0349,5.0452,0.73,2024
605020.SH,4605643494.08,285225434.42,282994427.25,251336834.23,7137035461.99,3238650488.97,9.1571,7.0264,1.9128,0.67,2024
605180.SH,351754201.97,56761521.4,56631915.54,49423019.15,1197199504.41,162147377.45,4.4023,6.7492,3.3566,0.29,2024
605183.SH,2197430697.06,626594472.67,632840293.8,540809423.84,3815012302.32,901974667.2,17.1327,8.0176,1.9235,1.32,2024
605222.SH,22764114780.97,125591725.99,124297042.68,135500191.93,13914370073.55,1745201095.0,2.9424,10.6593,3.362,0.32,2024
605255.SH,342302204.94,52568394.87,51459438.54,33066025.6,873387779.84,410791709.21,3.9832,6.0947,4.241,0.25,2024
605319.SH,2530730250.02,453447948.28,453502728.59,377864819.25,4853067434.4,1904350785.74,16.3525,9.7421,4.2633,1.53,2024
605389.SH,883496556.61,117408167.89,116703808.79,94733400.62,2402235231.2,463103738.45,4.5031,14.5557,8.5733,0.66,2024
688022.SH,473967699.24,-1107285859.12,-1111736750.46,-1102988258.03,2980935415.04,912053239.57,-91.3612,3.7006,8.6449,-6.27,2024
688036.SH,68715278819.5,6573812042.13,6677647096.16,5548950467.4,45062400290.68,3129662815.32,28.9872,17.7405,6.1174,4.9,2024
688050.SH,1410022458.11,433000552.97,431100114.25,388402949.75,3496968135.88,1434842736.04,17.1135,12.712,6.3149,2.05,2024
688056.SH,424010120.63,43747097.1,43736631.25,39148080.18,955712276.45,140369890.23,4.6971,12.121,6.1304,0.59,2024
688058.SH,283409479.72,-66110408.63,-65774832.57,-58722361.44,773414119.59,74251341.02,-7.43,9.3419,8.7218,-0.79,2024
688060.SH,296977118.07,-50482336.5,-50506794.26,-35093133.99,1019896943.0,127584118.97,-3.757,15.1511,10.2273,-0.585,2024
688073.SH,1102010333.61,148334349.56,148018153.98,117426163.51,2418035118.4,100688680.83,5.7049,22.3048,19.3128,1.32,2024
688076.SH,1624801884.87,448218444.01,438504152.57,404389990.7,5078015062.54,1516535046.87,16.7427,11.7869,7.2707,1.88,2024
688080.SH,611736244.97,151494071.96,151475080.72,129887456.79,1291954630.8,45006506.77,13.2757,14.121,5.5138,1.76,2024
688091.SH,173532721.07,9540658.42,4817201.2,6975282.6,1447992684.9,109791195.07,0.4861,6.801,5.0491,0.03,2024
688110.SH,640953547.07,-168998594.28,-169352962.09,-167141889.91,3530781006.35,119887265.73,-4.9787,7.2568,7.2922,-0.38,2024
688112.SH,497404784.12,120894840.8,118179791.0,112109864.61,1677191995.38,39766739.66,7.2438,9.6311,6.8749,0.7,2024
688126.SH,3387611695.49,-1163075650.51,-1164338497.85,-970537082.04,29269842383.9,9245370551.32,-7.0807,4.4771,2.5587,-0.353,2024
688127.SH,1034212739.62,242270595.39,241798599.35,220530539.53,2308089618.14,1259852260.03,12.7637,4.5174,1.5742,0.55,2024
688133.SH,2883520638.14,12203023.25,6929714.9,12892914.72,4848677703.44,417069366.07,0.4624,16.9435,12.6678,0.08,2024
688151.SH,611348070.78,15960737.77,19197265.18,22527856.96,4880047241.72,632061435.06,0.5383,12.1909,10.192,0.07,2024
688153.SH,2103040242.61,-32756281.16,-29098271.84,-23725130.22,4589971914.29,261088355.76,-0.5912,9.2838,8.6034,-0.06,2024
688160.SH,547468473.18,50015536.86,49990688.99,48891569.25,1023314327.79,47845013.2,6.4243,9.2095,4.4537,0.58,2024
688173.SH,545510607.86,-298689749.74,-298673685.09,-290597343.59,1810336339.19,56696509.82,-17.5379,3.6046,3.569,-0.74,2024
688179.SH,533555511.04,128201789.61,127631278.42,98761868.7,1778424528.59,238140154.46,9.3948,3.6575,1.3909,0.36,2024
688211.SH,2474450455.33,-94212503.02,-96408096.38,-84750818.23,6191104639.26,682982278.5,-2.3558,26.9307,24.9779,-0.67,2024
688255.SH,557125152.29,31534200.82,31697714.79,31240238.53,1181434770.55,162440636.52,2.9612,9.5118,7.4083,0.3,2024
688259.SH,592056953.39,58480638.22,58962784.39,60474765.25,2066516203.3,74908869.91,3.9893,13.6534,10.559,0.54,2024
688267.SH,666608839.13,166463432.51,164216101.25,145524820.74,2920528436.51,720998590.73,5.4206,15.5156,11.631,0.85,2024
688273.SH,424549436.34,114459577.79,125125955.2,101581195.08,1546621500.61,118489411.21,7.6435,13.122,9.8454,1.0309,2024
688281.SH,1139245322.22,444279862.57,441786082.38,413922409.45,6046855806.87,582473709.82,9.4336,23.4878,15.7237,2.13,2024
688292.SH,442278115.54,32317113.07,31967751.67,36120132.56,1393064501.81,22109031.22,3.4713,6.5765,4.191,0.23,2024
688312.SH,497576855.91,96063288.06,95934274.55,96306101.0,1702234677.71,360150681.08,6.9891,9.8371,5.9454,0.66,2024
688338.SH,305870242.02,129959557.54,129801510.5,112999583.01,1748651398.28,333997487.38,6.9613,15.51,9.5283,1.07,2024
688353.SH,504899353.12,-217368888.04,-219661647.53,-174674817.37,4290085764.97,1260871549.42,-4.8544,21.7413,18.2285,-1.1,2024
688359.SH,621251716.43,-2460309.46,-2600268.25,-12581745.66,1271335099.56,257951807.62,-2.5357,5.4339,3.4983,-0.14,2024
688369.SH,846525778.96,-245355122.5,-246199087.44,-235587344.3,1609921366.56,83336578.0,-19.321,9.0988,8.4295,-2.05,2024
688370.SH,595296649.06,99903910.19,99764782.74,90020758.62,3180041430.5,1004571227.93,3.3791,19.4531,14.175,0.65,2024
688398.SH,933535638.13,85119157.39,83813885.43,77163524.57,1997908340.24,694142054.03,6.7549,6.0837,2.1945,0.46,2024
688480.SH,927193355.37,189479786.07,197611098.5,180757969.3,1826160633.21,247034685.36,18.02,11.2707,6.0674,1.9,2024
688517.SH,657866788.58,104912292.03,102765027.58,91120320.83,1281150128.63,223121313.88,11.2788,5.9648,2.5629,0.67,2024
688565.SH,373786224.06,-5593369.54,398604.66,2538931.1,910667585.8,123142177.87,0.5184,3.2103,1.881,0.02,2024
688573.SH,621843679.49,-73636417.94,-73492256.89,-63263964.4,2042235895.46,332898473.52,-7.2031,8.3915,8.0171,-0.65,2024
688575.SH,2011620281.45,315086994.96,311695180.21,301533630.66,4415093022.68,1561626900.76,11.3424,4.8347,0.8423,0.53,2024
688577.SH,765181983.62,24373328.35,27048562.99,25829398.23,1667176327.53,587252287.1,2.7244,12.7427,8.3827,0.34,2024
688578.SH,3557930155.88,1634751426.08,1618521344.57,1429847078.92,5916131448.1,509604338.28,30.8653,11.7396,7.2301,3.18,2024
688608.SH,3263139234.92,461055795.08,461930088.54,460470627.74,7054799432.43,145284337.03,7.3081,54.1838,43.7826,3.8585,2024
688617.SH,2065801597.74,753691427.41,745967278.53,673151713.17,2980697768.82,614907995.23,30.4354,25.8368,8.055,6.96,2024
688619.SH,142961305.73,-196731511.44,-197210101.18,-193232146.21,1521441418.67,268537582.62,-19.2525,4.8109,5.2388,-1.08,2024
688630.SH,953942795.24,169739705.2,171068236.36,160695258.36,2788843157.82,154501696.08,7.8497,15.6565,10.6043,1.23,2024
688636.SH,437927560.22,15585920.36,15617915.52,19454997.86,1528864677.2,288043305.03,1.776,9.8127,4.5371,0.1735,2024
688639.SH,2177940839.23,199316773.49,201405008.54,189518896.19,4989404883.19,1607339398.15,8.6309,10.2699,4.842,0.82,2024
688662.SH,515626517.39,48107477.84,47464552.17,44479211.11,1004155006.54,103137644.69,6.4471,7.9166,4.3793,0.52,2024
688678.SH,1285181367.32,40850299.35,40887376.01,54526001.94,3574070521.71,1406573643.24,3.5201,6.1896,3.3487,0.26,2024
688681.SH,420152275.28,31979468.54,31326200.38,30497298.08,805335980.5,107431156.87,5.3233,5.503,2.4923,0.29,2024
688690.SH,782456719.72,95564850.43,94641450.6,82843363.49,2309596977.25,600244677.8,4.7998,4.3298,1.8933,0.2063,2024
688697.SH,2462138135.21,360272723.13,364949526.14,325155831.39,3944815840.25,466466214.72,19.4434,5.3178,1.7162,1.0,2024
688739.SH,1676241143.62,405648433.24,403024938.12,342821554.27,10051587266.31,1480092317.43,3.5782,22.9619,12.0883,0.83,2024
688755.SH,690884675.75,88996350.29,92597658.33,79338245.16,1324825100.0,,11.515,11.2066,7.6237,1.2,2024
688786.SH,417777272.61,78917464.07,77566347.26,70293741.4,907714052.38,392994834.51,9.956,5.9311,2.6909,0.59,2024
920010.BJ,544986549.96,55327784.53,55672227.42,45179871.23,1017309545.25,625395374.0,6.9075,2.8635,0.8301,0.19,2024
920405.BJ,511810505.43,59669953.16,62712345.15,50535899.39,1353713215.83,35558201.7,6.5192,5.6013,2.4787,0.36,2024
920726.BJ,238070384.3,23673766.78,23505847.89,18395168.74,474860323.26,197744997.6,4.1898,4.3041,2.1076,0.1822,2024
920768.BJ,1627042617.95,3373761.96,3218473.26,-3675045.78,1335218410.83,293081710.33,-0.5612,5.8848,2.6258,-0.03,2024
920834.BJ,271293994.87,37858238.39,37497488.63,33997790.39,369793768.7,68477946.64,11.6156,2.4058,0.9303,0.28,2024
920856.BJ,544598442.13,20028287.48,19965709.24,19040924.79,816710338.08,134637645.14,4.2149,5.3341,1.7736,0.22,2024
920906.BJ,720398776.85,20778022.47,20774798.65,17506407.94,1381622966.17,437499663.75,3.2077,8.49,2.7657,0.27,2024
920145.BJ,70230203.64,-15039478.57,-15047642.58,-9709433.58,289536017.65,90948767.38,-3.5748,3.781,2.1011,-0.14,2024
920427.BJ,80074355.59,5617315.87,17061423.19,15394363.6,457790025.6,53791092.38,4.4412,3.2969,1.2787,0.15,2024
833453.BJ,289625505.98,79337928.59,78374692.5,64795893.86,217151752.9,49746080.47,37.4107,5.9281,0.365,2.1106,2024
920509.BJ,193949849.6,54476806.45,54676778.93,50437343.65,391855967.23,89385236.27,14.7599,2.1039,0.4685,0.32,2024
920533.BJ,755001039.58,56567207.89,56236569.24,51156059.0,772955762.56,136689341.62,15.3152,3.5007,0.5666,0.51,2024
833746.BJ,69030971.22,11320934.13,11079981.65,10618891.61,231111125.3,130275820.09,6.9767,3.9495,1.4418,0.27,2024
920914.BJ,852178999.57,73391152.16,76594052.16,67442783.31,1161352988.1,120059556.73,7.5999,9.1351,3.7831,0.68,2024
834565.BJ,318226611.93,79446626.05,79321139.02,69572339.55,348596765.31,15953687.72,29.283,4.9162,0.2012,1.3,2024
920179.BJ,306303532.3,44208461.0,44256378.08,32905922.83,1011705895.55,474162509.58,4.6126,9.75,5.3312,0.44,2024
920237.BJ,381622230.46,84884903.36,84536778.57,73224268.72,689713576.2,212330142.06,15.4781,7.5613,3.1983,1.1,2024
920985.BJ,3802866342.75,198826789.98,207948855.7,182213614.7,5421070108.11,885217381.18,13.3037,4.6059,1.8526,0.6,2024
920263.BJ,336069956.79,52218007.29,52370294.48,54070385.22,1006282020.23,8608947.08,9.8337,3.9607,1.5445,0.39,2024
920092.BJ,271864639.11,17822088.55,17413878.13,15203111.94,690683832.05,103199310.45,3.8864,6.3666,2.0916,0.24,2024
920212.BJ,496844667.34,20000850.67,19524322.23,17547402.69,564088944.06,123033872.14,4.2888,3.9208,0.8941,0.17,2024
920242.BJ,752235169.77,139480120.72,139518348.87,106502450.85,854635114.87,46385203.76,19.2263,9.2078,3.4242,1.65,2024
837601.BJ,121302042.6,20766045.46,20632395.66,18325375.09,182439463.19,47865469.47,15.0629,2.9339,0.4748,0.45,2024
920821.BJ,391719678.83,28986527.41,28466202.65,25815418.23,811689920.17,368724011.12,5.033,5.267,1.5822,0.2612,2024
838547.BJ,827891390.72,-39638109.91,-39593810.7,-23815316.52,515084422.16,72263851.64,-8.0538,5.4661,1.1752,-0.46,2024
838812.BJ,278372504.6,-6045294.62,-6020468.92,-4049714.92,394664134.72,50432092.52,-1.9753,3.7976,0.5862,-0.08,2024
920725.BJ,216294525.45,1093045.28,1044996.24,3939331.08,735030561.12,108003175.02,0.6215,6.871,3.1825,0.04,2024
920976.BJ,248683232.56,52421906.47,52362232.78,47679450.76,351114371.06,10107203.36,17.7814,3.7869,1.5611,0.67,2024
870979.BJ,3625491766.12,39687868.1,39948398.33,34850897.5,1106511750.23,113150773.11,7.8506,4.8099,0.6822,0.3688,2024
920396.BJ,254826288.41,41804178.56,43498282.4,37887795.73,545554632.44,24565222.61,12.1452,5.4654,1.8822,0.6335,2024
872325.BJ,200567429.57,50799621.47,50232731.08,43576330.25,426723013.41,18823011.4,16.1992,2.2945,0.2415,0.34,2024
920925.BJ,186077884.38,4646402.51,4746488.0,5976494.02,472303260.29,110863074.7,1.6661,3.6412,1.7484,0.06,2024
920953.BJ,267925400.35,68128748.27,68128749.53,61454802.18,629612629.08,52297425.66,11.5373,5.9411,2.5936,0.67,2024
872967.BJ,360712602.66,10160364.75,9883418.44,10895021.58,525885799.4,35235180.26,4.9399,3.1183,0.224,0.15,2024
920367.BJ,153763382.65,28122502.4,27414365.67,22410984.75,554443804.35,85793062.39,4.7455,6.6881,3.9026,0.32,2024
920505.BJ,151501910.17,27184641.13,27123357.16,24190633.05,417568377.95,30147637.44,7.5566,5.07,2.3,0.37,2024
873437.BJ,784322670.56,116107913.86,116067092.96,111617361.65,1733151109.54,71600847.53,24.912,3.8864,0.1138,0.86,2024
920593.BJ,223717075.81,44204368.68,44176995.16,38700349.0,738358920.25,233116585.0,5.8031,4.9618,2.8983,0.29,2024
920703.BJ,540975730.52,178141416.08,177128206.99,154169365.78,1304133063.0,25545546.51,15.3354,10.0367,4.0274,1.43,2024
873707.BJ,650881879.94,54584384.68,53363278.86,41176333.96,758472713.41,89908158.19,12.9841,4.7644,1.2409,0.61,2024
873860.BJ,227207394.62,21051993.93,22823321.09,20284242.37,478477335.74,62242717.97,8.4991,3.232,1.3197,0.2627,2024
873919.BJ,119356465.41,19481334.96,20402561.66,19432485.28,233519898.65,,14.2943,4.4492,0.5097,0.62,2024
873931.BJ,603778608.26,79209621.69,78654705.29,66109761.89,576887951.98,236517653.19,13.0264,3.8183,1.0744,0.5,2024
874056.BJ,198132336.97,-3226188.72,-3279213.85,-4432649.21,434735517.68,44465073.63,-1.113,4.9492,2.1351,-0.06,2024
874391.BJ,1559201409.93,164971548.06,160196408.56,137517998.48,2515324086.79,775289646.43,11.5656,6.0042,2.3273,0.6548,2024
920002.BJ,345703896.54,66815707.41,66769112.85,57572252.72,743856634.09,145172543.24,9.6006,20.862,12.7593,1.92,2024
920068.BJ,801250840.6,200592078.08,200615939.31,172419844.47,1216913905.82,180526205.81,18.3787,1.7493,0.0006,0.29,2024
920111.BJ,1001592071.53,122489383.84,130370313.11,115995962.34,1182407451.92,205805612.08,17.4368,5.4466,2.2453,1.02,2024
000007.SZ,307276011.84,40706635.88,58166752.23,56421651.57,318805983.54,45107012.48,36.996,0.5174,0.4532,0.16,2024
000021.SZ,14827166508.53,1237154221.82,1284925575.76,930345572.18,26773186448.82,5639239887.29,8.147,7.6105,1.5144,0.5962,2024
000032.SZ,67389424494.27,1226300152.28,1243622615.5,329726273.71,70306974766.69,5238106726.32,5.0791,5.7074,3.0057,0.2898,2024
000089.SZ,4739308234.91,582652504.95,579463879.55,443039612.74,24173851433.49,10834316842.55,3.944,5.5353,1.3587,0.216,2024
000541.SZ,9048237647.14,587089576.93,600949011.88,446184021.97,17159763456.64,3646134662.8,6.9392,4.2448,0.5904,0.2905,2024
000543.SZ,30093871084.44,3519404607.07,3445815034.9,2063582145.23,66601515587.62,30097737325.74,13.9095,6.9798,1.6683,0.91,2024
000546.SZ,6733519809.19,-31729312.1,-36460140.32,39714483.96,5626873768.88,1307212466.04,0.9511,5.3441,2.5509,0.05,2024
000554.SZ,3305615445.2,139808757.53,130981359.3,99329469.15,1885978423.29,452840348.58,9.9894,2.1497,0.3894,0.2066,2024
000558.SZ,412926248.65,-17572543.27,-18037214.08,-24525411.99,2374406051.04,617835094.63,-2.2852,0.8247,,-0.019,2024
000565.SZ,350443974.95,3723201.57,3555268.87,4366872.82,1520339670.66,237361942.91,0.352,2.8619,0.1413,0.01,2024
000592.SZ,1563391258.8,-10560176.39,-114646962.36,-116817604.14,3710420666.84,292894652.94,-5.9199,0.9767,0.7348,-0.0609,2024
000605.SZ,1761201344.32,56626856.56,55359963.14,16091190.6,8148398744.16,2320224094.56,0.7591,6.0238,3.0885,0.0456,2024
000626.SZ,88073798657.17,-150318492.53,-156722063.94,-301758874.47,7797183515.7,453465391.96,-12.0941,4.6168,2.6446,-0.59,2024
000628.SZ,7127243789.62,155074718.52,155312905.29,61369738.21,14718057855.18,451920606.34,2.9069,6.0042,2.5513,0.174,2024
000635.SZ,1846115183.83,-498425377.39,-510685054.27,-502560250.5,2572038054.01,2028238406.62,-37.2058,3.6249,6.1995,-1.65,2024
000657.SZ,14742768799.72,1138744625.34,1176212481.23,939452548.48,17416138128.83,4920055180.62,14.1078,5.4035,2.6906,0.45,2024
000672.SZ,5448297549.15,765634420.54,756409874.81,627453454.43,17577856929.22,4781711998.71,7.0546,9.2314,-0.9435,0.6621,2024
000683.SZ,13263919340.43,3602721384.98,3402499725.72,1811195127.71,35875856859.3,19323260865.7,12.9457,3.8767,0.196,0.49,2024
000709.SZ,121616519837.62,492120786.86,924303090.57,707431991.14,269103744306.53,132246696244.85,1.2182,4.9556,2.1274,0.0462,2024
000710.SZ,1078165273.94,-166612964.32,-170757411.3,-192428499.73,2384723994.06,401694624.8,-10.8609,4.7507,3.2798,-0.5443,2024
000716.SZ,2464511024.69,119251683.26,114983838.83,77737620.08,4608467567.08,1366279391.47,3.058,3.4052,2.1178,0.104,2024
000737.SZ,24106974254.9,761935736.94,761748365.12,612818494.5,18001123403.68,7840853580.82,11.035,3.5163,1.5424,0.346,2024
000752.SZ,421467107.89,90750424.93,89750789.2,26196282.38,1000571482.11,141288491.5,21.0055,0.5225,0.8107,0.0993,2024
000757.SZ,3594718680.94,-13441475.77,7615239.12,-20005709.41,2507986557.55,481290248.51,-1.2715,2.9116,2.8041,-0.04,2024
000788.SZ,2060014642.65,171997056.41,172353051.82,137992604.73,2290524143.62,121532693.36,9.3974,2.5416,0.3342,0.2315,2024
000812.SZ,1440039608.99,69248591.09,68946593.14,42015624.45,5142644863.27,2271824963.35,2.3361,2.3514,0.2507,0.0547,2024
000883.SZ,20030698490.8,2760868313.48,2802555818.62,1814078574.64,98280544637.28,65174285084.63,5.4985,5.1912,1.6443,0.2796,2024
000885.SZ,6610668346.42,1541306243.12,1578358515.95,1141468578.09,30708012724.39,5445160250.08,14.2879,13.2016,1.595,1.7778,2024
000888.SZ,1013324401.17,217664788.33,216650025.74,234638901.59,3265582995.92,1285888788.66,9.1839,4.9714,0.768,0.4453,2024
000923.SZ,5581901886.64,893757436.1,894172248.42,566160102.02,16395056293.18,6323875954.29,6.0145,14.7461,7.2744,0.8674,2024
000967.SZ,13117894323.95,706409713.56,648329450.36,513514275.54,29636330337.87,2259900141.6,2.938,5.4477,3.0178,0.16,2024
000968.SZ,2265912895.69,481094249.02,475708268.43,434429403.89,11396925353.35,5484223530.09,7.4852,6.1385,1.0083,0.45,2024
001211.SZ,1367986771.66,26097145.82,28807172.4,28423092.57,1855626571.3,622903001.05,3.2722,12.1013,6.7662,0.39,2024
001230.SZ,1538900982.04,177225852.81,171767121.74,140676552.36,3166693859.94,309142803.31,7.7975,13.8364,8.5448,1.06,2024
001259.SZ,381402520.14,5565854.17,5842846.5,10832151.25,929851606.46,24824835.41,1.4617,9.8073,5.4162,0.1483,2024
001298.SZ,7233459929.44,33228773.05,33121800.38,30143274.3,2794850245.29,3373264.34,1.9343,7.6982,4.3016,0.15,2024
001319.SZ,965614164.66,123595519.7,125261965.63,112254250.12,1699644667.61,379567146.75,8.8654,9.1821,5.0807,0.7939,2024
001323.SZ,5602743692.82,920040840.88,918727197.53,767327852.54,7678660424.67,2319915979.88,16.759,11.2944,6.9769,1.95,2024
001379.SZ,1806131668.62,85035003.06,98620890.7,76629876.83,2157668309.03,447318532.59,7.2547,7.3017,4.2136,0.39,2024
001387.SZ,1945804113.7,121145620.12,119387124.51,102078465.08,1996581529.47,516669450.34,10.5485,6.8847,4.0646,0.5835,2024
002009.SZ,2960284283.49,-264498560.09,-268927758.33,-255090163.9,5840201870.71,858828659.94,-12.61,4.8125,2.4324,-0.63,2024
002031.SZ,982462562.73,-211344256.24,-226475151.23,-208566027.92,4237207482.84,1503827141.63,-8.9743,1.0085,0.0181,-0.0948,2024
002037.SZ,6468667259.41,42958772.77,59484563.52,39266784.17,17051184434.32,1891337139.79,2.0232,3.9845,2.7335,0.0811,2024
002047.SZ,2111820989.4,-690517656.0,-776013885.72,-742299335.08,1411518298.06,1256918.3,-1754.2576,-0.004,1.3154,-0.4901,2024
002051.SZ,12208020584.15,540576094.34,520524876.1,361306146.95,24076796444.65,944814158.53,3.1905,9.233,1.9058,0.29,2024
002068.SZ,10131697631.62,43580035.16,44090701.07,25134712.16,8308265711.86,2940582185.87,0.8385,4.0464,1.9697,0.0342,2024
002072.SZ,627100954.85,-1740227.58,-1720136.19,-1785163.86,74214877.92,783099.59,-3.4118,0.1399,1.7827,-0.0049,2024
002074.SZ,35391817095.44,1283449697.41,1263109731.98,1206790129.59,107839685095.13,30017592523.27,4.73,14.4063,10.9523,0.68,2024
002122.SZ,936693340.3,-387260246.6,-373011079.06,-371307903.26,3327443898.57,288917361.76,-17.7588,0.9515,0.5467,-0.1856,2024
002127.SZ,3358459080.02,-268143188.56,-253918367.85,-236591077.37,5088393218.3,3281276.66,-5.38,1.7168,0.5315,-0.1004,2024
002128.SZ,29859051547.04,7065210814.88,6926050713.44,5341613309.3,51634287255.08,30685657748.88,16.3126,15.4371,2.8333,2.38,2024
002157.SZ,8869716323.34,499475672.95,196209230.82,216402083.36,19000407899.71,6602700612.63,2.0207,1.2346,2.0419,0.0234,2024
