股票代码,营业收入,营业利润,利润总额,净利润,总资产,固定资产,净资产收益率,每股净资产,每股资本公积,每股收益,年度
002841.SZ,20172636290.28,1521239376.23,1488624759.62,1370001016.36,21805599936.99,2072822775.96,11.2227,17.7876,5.7003,1.97,2023
002842.SZ,1798754965.21,-120052278.43,-131902509.96,-129123133.2,2115003394.08,685918812.33,-14.5067,2.7441,0.8036,-0.47,2023
002849.SZ,1243665688.27,53377948.14,53080541.18,33961121.46,2358560428.06,269590126.85,2.6969,5.7726,2.4524,0.15,2023
002881.SZ,2147335609.98,63642692.89,63126931.71,64509024.24,2144720838.93,21268748.53,5.6088,5.6599,2.9959,0.248,2023
002930.SZ,1547069978.22,414113359.41,414850909.81,296335571.13,9468144890.96,5120163948.07,11.8221,5.417,2.1158,0.65,2023
002942.SZ,821032278.6,-29570011.62,-30359104.24,-25374268.5,1476010746.37,398309992.98,-2.2131,7.1913,2.0547,-0.17,2023
002965.SZ,5703204128.39,455147404.1,458166464.78,406736577.67,6624389934.93,1003946005.71,13.9596,17.4279,8.6338,2.3036,2023
002972.SZ,244498852.3,65146888.0,68036098.48,62161476.13,1398372204.03,123041768.22,4.955,5.0681,1.5732,0.2547,2023
002996.SZ,11944652338.97,130725012.75,129094770.38,124949766.71,7622095781.81,883368434.1,4.9645,5.5842,1.4001,0.28,2023
300004.SZ,458668959.9,-31228409.09,-30924442.83,-21042209.1,1983579928.71,294252397.43,-1.2425,3.5063,4.7507,-0.04,2023
300045.SZ,709628369.53,29715220.44,29212467.33,17616119.43,2388153300.13,113022587.49,1.0184,2.6249,1.5921,0.03,2023
300062.SZ,1659504953.65,57179222.33,56590354.19,52203661.99,3038010842.86,403350531.51,4.0628,2.3157,0.6624,0.09,2023
300067.SZ,809042318.66,-1521786.08,6032421.6,8145797.8,3167619056.5,634947475.3,0.349,2.2273,0.4699,0.0078,2023
300072.SZ,7653908103.25,-249813959.95,-262620963.6,-84154536.67,10884165659.41,2336299110.9,-1.203,2.9638,0.4417,-0.0358,2023
300103.SZ,254304255.87,-152940527.21,-156933175.92,-108624161.85,1070833752.12,100334487.29,-15.9164,1.9801,0.7913,-0.342,2023
300107.SZ,658214081.4,14293450.67,13433558.25,14733064.67,1670120180.7,505546285.19,1.0066,2.6387,0.4406,0.0267,2023
300133.SZ,2267424106.98,447648978.47,448723005.04,382231002.93,9879102690.64,61618386.15,5.4962,3.7047,1.842,0.2,2023
300137.SZ,966447597.78,-113745971.72,-112196042.5,-123683505.22,2257695914.22,189479733.6,-6.7219,3.3143,0.6898,-0.23,2023
300139.SZ,236961183.82,-29615780.92,-29220989.56,-34377782.08,1135501449.61,230976083.47,-3.4676,3.4957,2.1455,-0.13,2023
300148.SZ,447886635.37,-45825345.11,-45367853.5,-59826211.89,1474015846.55,245305188.7,-5.8132,1.1656,3.312,-0.07,2023
300171.SZ,5641696443.4,702777880.65,708785311.87,600237388.82,12898331017.19,816835182.62,7.8351,10.3568,4.6497,0.79,2023
300194.SZ,2647752954.05,298489370.78,290357789.64,231869165.29,5975931145.19,1577415625.94,5.7323,3.4839,1.8804,0.19,2023
300219.SZ,3759357582.13,243409021.83,248329191.92,211847475.58,5355658324.16,1766032895.47,8.573,3.6397,1.663,0.3,2023
300245.SZ,411520339.39,-87157045.11,-87178739.68,-71050548.25,1648316726.62,253492529.86,-5.0106,4.4145,2.2437,-0.23,2023
300246.SZ,1194001129.61,-26088116.86,-46155983.12,-65185130.69,2534398019.03,493750481.02,-4.7804,4.7497,1.5422,-0.247,2023
300257.SZ,4166583908.82,481288099.59,477307134.07,433268963.69,14239466701.74,7754557536.63,7.2328,6.2318,2.4114,0.44,2023
300264.SZ,130654202.97,-69259861.62,-69299105.9,-66619479.13,368872490.65,6906753.0,-86.5673,0.1978,0.3924,-0.1552,2023
300267.SZ,1783118780.92,-206725851.98,-198932851.03,-195322353.99,5479068857.74,2577832463.04,-3.9511,2.3446,0.4943,-0.0947,2023
300275.SZ,431354854.68,50362032.51,49876086.48,44649464.24,1337590929.48,164769171.99,5.5116,2.792,1.028,0.1488,2023
300279.SZ,2004742382.4,67217583.61,65158550.9,44777366.68,2288053328.34,232074521.37,5.1214,1.8758,2.4772,0.0931,2023
300291.SZ,431636538.22,-230825492.0,-232991246.47,-185912219.03,4366267427.93,4913477.63,-5.0631,3.8213,5.2523,-0.1992,2023
300328.SZ,1706920158.93,-19606715.15,-20672917.64,3406808.17,2820706244.25,1117815961.72,0.3122,1.5822,0.3357,0.0049,2023
300329.SZ,297458800.16,-83722319.19,-82201613.55,-78854808.78,1261908577.09,294755179.78,-8.9782,3.306,1.4202,-0.31,2023
300339.SZ,3106224652.97,154737899.19,163957521.89,163799122.03,5059287626.78,584279611.29,4.9808,4.2376,3.7308,0.21,2023
300358.SZ,6853359543.02,327028159.22,304829248.53,317075752.08,11662066775.58,2262881609.78,7.0983,7.9959,3.1324,0.5466,2023
300369.SZ,1680784351.5,-1044151063.46,-1045669179.34,-977101919.56,4155068104.07,243375362.35,-30.5191,3.4313,1.5664,-1.23,2023
300375.SZ,1951630203.94,24369479.3,24647477.35,28405592.84,3316145810.95,589694845.6,1.3754,2.9079,0.5701,0.04,2023
300381.SZ,796021979.23,15922003.82,1281893.72,-10749720.98,3094935260.92,649092130.25,-0.4041,5.3173,3.3022,-0.0219,2023
300382.SZ,1651433458.67,123472553.52,123242647.43,129067246.6,4363367495.29,898178248.79,5.5317,3.5479,1.7003,0.21,2023
300385.SZ,1265042684.41,-52219223.63,-53957749.96,-46778733.66,3269108635.76,545154967.99,-6.4273,2.1145,0.8536,-0.1404,2023
300393.SZ,12259462660.37,772215916.54,770576974.92,526548121.86,17099515023.28,3476886071.99,12.6841,4.0534,1.8344,0.48,2023
300403.SZ,1091413374.75,272147250.92,270497989.46,243958635.97,2367540561.84,433795264.05,12.8677,3.2421,0.4201,0.4046,2023
300404.SZ,555832418.6,17639042.66,17629796.09,24339436.55,1428927075.12,209198618.4,2.6881,2.5023,0.9465,0.0657,2023
300405.SZ,558195980.29,-105184529.32,-94173382.14,-100230449.54,1266978860.14,284974823.78,-17.4728,1.7863,1.1729,-0.348,2023
300411.SZ,485704169.66,-8281330.52,11598264.31,10294462.16,1502903379.1,176472677.03,1.1226,2.2852,4.7488,0.03,2023
300417.SZ,112211713.38,-4404197.57,-4418534.61,-4148354.73,474948196.44,120512513.75,-0.9039,3.3628,0.2682,-0.0305,2023
300420.SZ,1361892047.06,37106083.2,37646554.28,41001927.58,3535722494.09,318869294.67,1.6877,2.1898,0.7346,0.04,2023
300424.SZ,1578630944.67,21820456.14,23728926.94,24035068.93,2490765366.66,397832352.78,3.1292,3.0708,0.8916,0.1002,2023
300425.SZ,1671360612.23,197787185.72,196123365.66,167447676.06,4428016536.74,451276875.23,7.5049,3.4,0.7379,0.2478,2023
300428.SZ,23364864806.74,712293150.86,710435872.01,605553056.16,18720346529.08,3657230328.46,9.7762,10.4179,2.6902,0.97,2023
300463.SZ,2895769512.02,331144756.3,305368973.69,312618556.85,8119249307.93,2186644511.57,4.9316,10.4247,2.9079,0.5136,2023
300468.SZ,730433547.54,46659768.24,47869695.11,47379416.85,1750969993.65,336206361.25,2.9591,3.0291,1.091,0.09,2023
300470.SZ,1369359792.29,399914397.78,401308245.47,346675535.93,3029973183.2,236155556.29,14.0389,12.2604,4.1521,1.6914,2023
300474.SZ,713248175.43,-10926900.3,-11425142.07,59681142.77,4194391499.21,512664820.51,1.7794,7.4578,3.4008,0.13,2023
300509.SZ,928638759.35,27238050.67,27415111.55,23282845.24,2081044613.22,123894158.18,3.791,2.0489,0.3039,0.08,2023
300517.SZ,415172353.93,5835035.89,6007325.31,6047633.59,1641903277.45,207824206.87,0.5774,5.1923,1.8277,0.03,2023
300549.SZ,341762415.14,18760675.34,18501810.11,17334178.74,685956282.11,175281913.0,3.1597,4.1193,1.3035,0.13,2023
300550.SZ,439252256.21,41543287.98,40970736.19,39116183.9,1438378630.67,69329558.66,3.6912,4.1106,2.3264,0.15,2023
300584.SZ,517832192.0,39292548.54,37689283.54,36315554.07,1408864380.4,265237821.47,3.7476,8.2291,1.7524,0.3026,2023
300588.SZ,159018023.77,-42069515.72,-42309080.29,-40154047.71,756004197.77,49878686.04,-9.9819,2.0078,1.6037,-0.209,2023
300602.SZ,4345940678.81,89167365.91,90484682.59,103214135.7,7382564131.41,1753744578.43,3.2856,6.4517,2.9699,0.19,2023
300625.SZ,2351823361.37,234865866.7,234575356.76,204879303.88,3388639655.87,601095732.93,9.4226,7.8807,4.248,0.73,2023
300629.SZ,511092186.82,167727191.05,170719576.94,139192043.06,1962396423.72,50943646.61,9.7319,6.8449,3.7199,0.59,2023
300636.SZ,722138705.43,112232257.94,112500347.84,105983257.15,3221439738.99,1008211108.35,5.9774,5.2618,3.0032,0.2786,2023
300641.SZ,1537816590.44,7653894.18,9122979.28,9875124.64,2207790264.15,560974369.96,0.642,3.0325,0.9609,0.02,2023
300645.SZ,1224652724.77,52752170.56,52501356.28,41851331.91,2808418266.56,531600758.98,3.9516,7.4974,3.3683,0.3,2023
300652.SZ,651881134.6,129546657.95,130983127.3,120379417.02,1677325354.9,276832427.97,9.3886,12.8825,6.2523,1.17,2023
300664.SZ,2076713711.85,376486798.97,359666168.57,257871261.27,7920625383.78,814003696.53,6.0524,5.3687,1.5029,0.3375,2023
300666.SZ,2601608568.67,290636547.1,289465244.28,255474568.79,6271647079.35,1063659405.79,6.2482,15.7263,11.5349,0.96,2023
300672.SZ,4231262884.84,50506485.02,50688590.48,96071857.13,7340270887.08,168606262.25,2.3601,18.9658,14.679,0.4422,2023
300705.SZ,2692511461.24,394370236.34,402160983.67,368260790.68,2871199809.89,1071497306.31,20.889,5.4711,1.5353,1.07,2023
300710.SZ,358198623.39,-2142204.06,-390198.59,-9930213.93,894248051.42,82440934.13,-1.5174,6.6237,3.0082,-0.0998,2023
300751.SZ,8088549152.74,967037364.84,973177046.98,913896261.5,23216628175.0,875292895.07,13.4682,25.5112,14.9294,3.29,2023
300756.SZ,738455355.95,42548382.8,43618812.74,46164835.39,2110416445.81,208443197.0,3.753,8.802,4.1573,0.31,2023
300790.SZ,2144987827.4,44311417.55,41734183.71,30854897.28,5055839501.43,1951954285.12,1.6763,5.1501,2.6008,0.1,2023
300793.SZ,2377327750.08,148315840.65,146156695.56,132646290.8,3263396302.22,961346667.35,5.3724,7.3953,4.7358,0.39,2023
300819.SZ,684860912.84,83171054.7,79641282.6,74436112.27,1019356065.04,391827097.16,8.9164,5.7446,3.0668,0.5,2023
300820.SZ,1769805726.4,498692066.35,496634420.18,431420400.91,3894959667.69,202546115.3,23.6091,9.7365,3.0664,1.99,2023
300825.SZ,857954258.66,50657957.15,51359888.91,35965970.46,3393892930.83,251954039.47,1.4751,4.9188,2.6914,0.0731,2023
300833.SZ,1304893889.86,441840571.2,441530355.8,366174457.49,2602491596.21,160780310.18,16.3571,27.6522,13.4429,4.3423,2023
300837.SZ,547965471.71,128625675.02,127575334.15,107006253.3,2177345721.28,344845945.88,8.2978,13.0393,3.8622,1.07,2023
300849.SZ,259857941.97,-27741744.29,-28046475.37,-23874906.99,852355845.49,241040332.58,-3.7697,4.1427,2.1597,-0.16,2023
300851.SZ,359723789.21,82843105.96,82014550.4,84962877.63,1428024668.74,176362491.97,6.7286,14.825,7.6135,0.98,2023
300858.SZ,299241834.45,102601696.28,102041036.03,93479909.0,1810100800.9,207054970.58,5.4514,6.577,4.1948,0.35,2023
300861.SZ,4511934715.53,1886700082.69,1875997839.12,1588613716.39,7632682151.12,1057368994.99,27.5586,13.4138,3.685,3.3095,2023
300866.SZ,17507203144.25,1805649601.62,1812512096.62,1614871961.81,12776701177.48,106798089.53,21.7598,19.6835,7.6973,3.9733,2023
300868.SZ,676481461.43,-85713174.68,-89537979.86,-91622868.58,2101672503.85,98139847.75,-5.7984,11.9866,10.4114,-0.7272,2023
300869.SZ,746902140.39,186734053.22,186125825.61,165765985.8,3211946652.17,261318957.06,8.3444,5.0154,0.859,0.41,2023
300871.SZ,1019758798.36,15082985.94,12441545.62,16780818.77,2975460462.12,1513030521.14,1.1001,8.3332,5.2687,0.1011,2023
300889.SZ,1067197097.9,1571034.12,38311511.37,34318143.17,2750496860.29,522113534.78,2.1477,10.2841,6.3355,0.2207,2023
300898.SZ,946938152.54,123263260.35,123068057.91,109014110.46,1146493057.61,193487246.58,12.0933,7.6101,3.3446,0.88,2023
300900.SZ,739982284.55,96858882.51,96575992.85,104594705.6,4357005643.74,1641000972.45,6.7275,6.7706,3.5615,0.5,2023
300921.SZ,603709923.41,33632119.3,33431009.6,37524980.5,980326472.67,74491511.77,4.5284,6.3018,3.6652,0.29,2023
300968.SZ,1123546315.85,12845140.11,9209656.99,12978649.88,2183592717.35,493316393.77,0.6856,4.4951,2.1147,0.03,2023
300969.SZ,923372027.85,234752238.0,234875849.16,202097827.7,1418451291.38,300532320.19,20.0843,13.7216,6.182,2.53,2023
300981.SZ,2105249607.06,-136873068.6,-137670077.81,-130870579.41,7056973990.05,1926384306.25,-2.2018,14.7897,4.3995,-0.34,2023
300989.SZ,482823784.97,47531559.73,47443262.35,44057644.78,1309282071.91,15190441.9,4.2836,6.4474,3.6172,0.27,2023
301028.SZ,958592877.64,184865222.45,183680208.9,163044883.21,1889580884.81,241355638.0,13.1156,3.4405,0.9749,0.43,2023
301030.SZ,3442722245.56,281283668.12,226056000.73,216647244.84,7764748271.13,319632085.71,14.4665,12.905,7.5182,1.55,2023
301061.SZ,1921459431.14,475591386.06,479128505.96,407391497.05,3560943187.3,142225714.63,14.289,23.4665,13.1877,3.18,2023
301063.SZ,1257789440.58,55869569.78,60772584.08,55811119.81,2217334009.69,349475921.26,4.3639,14.8049,9.5057,0.59,2023
301072.SZ,723889029.2,22405068.45,21778658.02,23257661.98,1194537213.79,289390497.19,2.8595,7.8574,4.1452,0.22,2023
301078.SZ,8752590166.89,149899320.0,146137178.42,105115485.47,9607400609.56,677143696.1,3.4448,2.7979,1.0787,0.0964,2023
301118.SZ,936430932.93,-53556552.88,-51519380.92,-37551777.73,2389157257.17,926869197.27,-2.6224,13.0062,6.418,-0.352,2023
301120.SZ,448170433.99,70063161.38,70055055.57,69362119.01,1668517980.02,145853674.63,4.3942,4.2958,1.8528,0.19,2023
301136.SZ,686212918.2,44802150.41,44043996.57,22941733.8,2175782835.58,86810879.94,1.5466,5.3191,3.2378,0.0834,2023
301170.SZ,1010628945.44,102762287.22,102165713.43,93159196.71,1847887811.76,378007752.31,7.7515,16.2639,11.8173,1.065,2023
301171.SZ,2143320340.52,226966104.14,226023036.07,217041006.75,4671219910.45,9606431.41,6.5998,7.1899,3.5483,0.46,2023
301183.SZ,352835012.28,-46800783.19,-46247338.32,-32639605.4,1093304899.85,216609149.13,-3.981,9.9829,6.8549,-0.41,2023
301233.SZ,340010695.45,73126833.21,72580875.39,64030090.67,1025682751.24,74542232.56,7.3369,17.1886,9.3639,1.244,2023
301238.SZ,3718330054.47,613987995.79,630458585.36,466422427.89,10947746741.99,926791394.37,6.6969,9.8058,5.0434,0.64,2023
301279.SZ,650760124.36,52429570.14,52468100.62,49104209.85,1686938439.27,772599502.38,3.7234,13.1835,8.8321,0.49,2023
301291.SZ,4948044424.34,559919690.95,560067538.69,497871015.62,7835581941.36,490296777.73,19.2154,13.4888,9.271,1.82,2023
301306.SZ,291094205.34,-48057937.0,-49164269.32,-51699274.22,1529468409.39,275207417.48,-4.3018,13.8977,11.4781,-0.61,2023
301320.SZ,715519541.57,50992336.24,51021213.37,47153809.17,1443779041.79,263770175.36,6.2288,5.697,2.9274,0.3,2023
301325.SZ,795035100.82,384817165.3,384851230.44,341374113.58,3733355373.49,137431501.9,19.2994,24.9651,18.5832,3.18,2023
301328.SZ,486633959.82,145256455.88,144964490.38,130354646.98,2017987787.26,146054187.85,7.0302,17.0716,12.8541,1.19,2023
301379.SZ,1267233921.7,109616141.32,117146649.21,107426498.86,1742746444.0,283718183.31,8.4319,12.8034,7.8794,1.0601,2023
301380.SZ,854324684.71,86545825.84,89011431.54,59067840.69,1193665225.17,2464549.56,6.8215,11.9166,6.2099,0.86,2023
301395.SZ,1978619831.58,63054200.68,66047066.06,55792214.78,1957787060.24,385361830.22,4.7079,11.4385,6.6769,0.44,2023
301419.SZ,387241023.09,62247946.71,60914144.12,56713832.01,1051265223.94,231283331.7,8.3749,9.5186,5.2111,0.5918,2023
301516.SZ,1184108199.72,62625245.77,66883092.68,66010379.0,1992605500.33,416491413.05,5.3711,5.2486,2.6049,0.3135,2023
301555.SZ,1378195711.1,65365651.4,64873669.8,57398474.99,2075924033.29,59442375.05,7.0405,11.6561,8.0975,0.79,2023
301596.SZ,585183837.68,114941586.94,113574725.02,96584058.32,697963437.39,182136559.16,25.4077,10.3882,4.4752,2.3364,2023
600108.SH,4005115417.62,72808242.8,105941058.98,104433063.0,8992934282.71,901034769.69,2.5289,2.1473,0.2416,0.0536,2023
600109.SH,6729872238.04,2129681199.5,2129649146.27,1718438757.07,117032405038.93,107339080.66,5.3958,8.7441,3.4704,0.462,2023
600116.SH,11176830262.42,624989854.11,625215683.83,515664261.87,23537179468.07,10372881433.39,4.6443,5.8383,3.4384,0.27,2023
600122.SH,1232518015.67,2393788353.31,2394525588.71,2309232676.16,4294647829.69,299645588.53,,-2.6079,1.8116,1.99,2023
600200.SH,2239962539.33,-72158693.39,-71191522.27,-71945211.87,4326878114.57,209515325.84,-4.0559,2.4485,1.9826,-0.101,2023
600231.SH,20320981873.83,-896835686.08,-916170235.85,-681174235.8,16460269457.2,8852733436.37,-8.7504,2.5876,0.2108,-0.24,2023
600236.SH,8091005363.59,1557068693.31,1579834937.64,1225950064.27,47279846262.92,35002307689.01,6.5895,2.0032,0.1205,0.1448,2023
600293.SH,2176674953.42,53116490.46,52490768.15,43921441.33,3523646214.85,1919509774.36,2.5875,1.4814,1.7599,0.04,2023
600297.SH,137998491680.69,966124893.96,958850683.98,392459868.29,117684389033.02,11369030786.14,1.0077,4.701,1.5696,0.05,2023
600301.SH,2923562143.49,664036735.73,663649893.71,313522241.3,6621880757.94,1435776218.89,16.3286,5.5368,2.4683,0.51,2023
600382.SH,682367519.07,294459240.37,261796979.08,154280100.4,3778721676.6,170565547.26,4.5294,4.1024,0.5205,0.2021,2023
600390.SH,1098990716.3,3627235472.29,3605701027.64,2256283557.45,167962289292.52,599137749.69,4.4627,9.518,4.8254,0.38,2023
600396.SH,6274923528.9,2071771453.59,2062839701.44,2140330638.04,13878349898.53,10581458891.83,,0.2376,0.9369,1.4533,2023
600397.SH,6870803100.69,-78218144.36,-99162171.96,-113797844.11,7896918211.43,3934383743.01,-21.713,0.472,1.8822,-0.115,2023
600400.SH,2330333411.55,55168560.38,52108523.89,30005580.15,5267393828.74,856175269.56,1.01,1.2842,0.0536,0.01,2023
600410.SH,4163424639.09,-207451993.73,-207427129.04,-220764328.89,8772128363.98,512420636.98,-5.027,3.9246,2.3098,-0.2013,2023
600421.SH,122123443.19,-6121451.46,-6098445.99,-8279504.04,144480312.72,5859988.21,-49.0287,0.0654,1.1695,-0.04,2023
600467.SH,1563804509.83,61021902.29,59046288.7,49445874.18,6655975615.04,3218856678.18,1.4698,2.3093,0.2703,0.034,2023
600469.SH,5738754868.68,407101314.63,415249806.94,348855398.75,7194594186.23,2363251607.38,11.2817,4.4476,3.4925,0.48,2023
600505.SH,1404637745.37,-77163667.11,-51853900.14,-44605732.43,4391558115.6,3568853952.61,-3.5985,3.3251,0.2032,-0.1224,2023
600562.SH,3282072426.6,684788506.03,685470618.22,599211486.91,8971714953.22,215204803.02,11.2455,4.4697,1.4532,0.48,2023
600759.SH,2726399499.39,2321277635.34,2309357266.83,1270029305.07,12847619598.62,84488077.16,21.5749,1.916,0.9852,0.3502,2023
600780.SH,10886732011.41,846808042.52,845237460.99,679777506.64,10183567354.26,4400967590.49,9.7321,6.4099,1.1421,0.5929,2023
600806.SH,520244583.7,172925841.74,171536800.16,166778202.85,1466060283.26,530346278.79,,0.0377,2.6283,0.47,2023
600816.SH,,270735649.58,17784860.95,42479536.84,22288860574.83,5333300.14,0.6415,1.3297,1.328,0.0051,2023
600831.SH,2308496006.27,-635571875.86,-635996764.07,-626342247.9,11647289720.29,5875641355.11,-18.157,4.3879,2.5191,-0.8815,2023
600892.SH,227391615.99,-34516884.71,-23952408.51,-19272270.64,309093200.71,2434567.3,-12.0715,0.2514,1.9714,-0.03,2023
600898.SH,39072615.1,-117779986.33,-121526109.85,-112386680.44,252267940.83,115015222.95,,-0.2921,4.2861,-0.3938,2023
601199.SH,1364014058.89,437874545.94,435296123.43,323386867.87,6096314156.46,1572596464.43,8.9609,3.9849,0.4186,0.35,2023
601838.SH,21702189000.0,13905168000.0,13892333000.0,11671118000.0,1091243069000.0,1215861000.0,17.6064,16.9866,2.3052,3.01,2023
601900.SH,9365243130.53,1346422674.15,1351659116.49,1283615082.27,16237851108.22,819131058.76,16.9083,8.8699,0.7752,1.46,2023
601921.SH,11674497936.6,1261705340.95,1268358838.03,1509075463.36,22263745754.33,3229147223.62,11.579,6.0123,2.2013,0.6791,2023
601966.SH,20165274692.0,1528290654.0,1529257531.0,1390674994.0,43330344330.0,17379064681.0,6.9279,14.1872,6.0383,0.95,2023
603002.SH,2240423623.58,95595219.58,95409240.56,86634602.19,4717091479.77,654470233.47,2.9348,3.0408,1.0526,0.09,2023
603025.SH,2032519151.5,481809693.02,490665002.79,405496187.74,3935606150.87,214635410.64,19.3271,1.9459,0.0817,0.37,2023
603081.SH,1937658497.27,109263315.81,106416995.13,101002917.42,7899799794.9,564221119.29,3.5148,6.7757,1.3335,0.25,2023
603087.SH,2608036951.05,315285985.89,306141077.24,340068569.84,11715023471.8,1872067763.13,3.3458,18.0801,5.6395,0.6,2023
603097.SH,1510147693.3,134299425.73,134129172.29,121472516.24,1778830283.08,228377859.03,13.7923,5.8091,1.8729,0.7592,2023
603100.SH,7410843386.32,805982366.11,816581941.65,743829755.13,8319848747.34,698412355.8,20.203,10.0129,1.7965,1.9,2023
603119.SH,800255001.95,191355382.2,195331507.8,171802278.87,1954868559.02,395143197.75,15.6624,5.9337,3.5564,0.72,2023
603121.SH,1260508720.11,112912858.98,112222619.15,115866258.61,2094971319.4,571669340.51,9.8701,3.6326,1.567,0.35,2023
